method;year;month;day;block;site;event;order;mass;family_count;family_list
malaise;2016;vi;29;1;B;2;Hemiptera;0.0658;0;NA
malaise;2016;vi;29;1;B;2;Hymenoptera;2.4005;0;NA
malaise;2016;vi;29;1;B;2;Lepidoptera;0.2944;0;NA
malaise;2016;vi;29;1;B;2;Mantodea;0.0;0;NA
malaise;2016;vi;29;1;B;2;Neuroptera;0.0015;0;NA
malaise;2016;vi;29;1;B;2;Orthoptera;0.0453;0;NA
malaise;2016;vi;29;1;B;2;Psocoptera;0.0;0;NA
malaise;2016;vi;29;1;B;2;Thysanoptera;0.0;0;NA
malaise;2016;vi;29;1;B;2;Trichopera;0.0;0;NA
malaise;2016;vi;29;1;C;2;Blattodea;0.0;0;NA
malaise;2016;vi;29;1;C;2;Coleoptera;0.0;0;NA
malaise;2016;vi;29;1;C;2;Collembola;0.0;0;NA
malaise;2016;vi;29;1;C;2;Diptera;0.8964;0;NA
malaise;2016;vi;29;1;C;2;Hemiptera;0.0016;0;NA
malaise;2016;vi;29;1;C;2;Hymenoptera;1.5507;0;NA
malaise;2016;vi;29;1;C;2;Lepidoptera;0.1367;0;NA
malaise;2016;vi;29;1;C;2;Mantodea;0.0;0;NA
malaise;2016;vi;29;1;C;2;Neuroptera;0.0004;0;NA
malaise;2016;vi;29;1;C;2;Orthoptera;0.0;0;NA
malaise;2016;vi;29;1;C;2;Psocoptera;0.0;0;NA
malaise;2016;vi;29;1;C;2;Thysanoptera;0.0;0;NA
malaise;2016;vi;29;1;C;2;Trichopera;0.0;0;NA
malaise;2016;vi;30;2;A;2;Blattodea;0.0;0;NA
malaise;2016;vi;30;2;A;2;Coleoptera;0.0013;0;NA
malaise;2016;vi;30;2;A;2;Collembola;0.0;0;NA
malaise;2016;vi;30;2;A;2;Diptera;2.0636;0;NA
malaise;2016;vi;30;2;A;2;Hemiptera;0.022;0;NA
malaise;2016;vi;30;2;A;2;Hymenoptera;1.3161;0;NA
malaise;2016;vi;30;2;A;2;Lepidoptera;0.3831;0;NA
malaise;2016;vi;30;2;A;2;Mantodea;0.0;0;NA
malaise;2016;vi;30;2;A;2;Neuroptera;0.0;0;NA
malaise;2016;vi;30;2;A;2;Orthoptera;0.0545;0;NA
malaise;2016;vi;30;2;A;2;Psocoptera;0.0;0;NA
malaise;2016;vi;30;2;A;2;Thysanoptera;0.0;0;NA
malaise;2016;vi;30;2;A;2;Trichopera;0.0;0;NA
malaise;2016;vi;30;2;B;2;Blattodea;0.0;0;NA
malaise;2016;vi;30;2;B;2;Coleoptera;0.0043;0;NA
malaise;2016;vi;30;2;B;2;Collembola;0.0;0;NA
malaise;2016;vi;30;2;B;2;Diptera;0.7807;0;NA
malaise;2016;vi;30;2;B;2;Hemiptera;0.0015;0;NA
malaise;2016;vi;30;2;B;2;Hymenoptera;1.304;0;NA
malaise;2016;vi;30;2;B;2;Lepidoptera;0.138;0;NA
malaise;2016;vi;30;2;B;2;Mantodea;0.0;0;NA
malaise;2016;vi;30;2;B;2;Neuroptera;0.0031;0;NA
malaise;2016;vi;30;2;B;2;Orthoptera;0.028;0;NA
malaise;2016;vi;30;2;B;2;Psocoptera;0.0;0;NA
malaise;2016;vi;30;2;B;2;Thysanoptera;0.0;0;NA
malaise;2016;vi;30;2;B;2;Trichopera;0.0;0;NA
malaise;2016;vi;30;2;C;2;Blattodea;0.0;0;NA
malaise;2016;vi;30;2;C;2;Coleoptera;0.0;0;NA
malaise;2016;vi;30;2;C;2;Collembola;0.0;0;NA
malaise;2016;vi;30;2;C;2;Diptera;0.7604;0;NA
malaise;2016;vi;30;2;C;2;Hemiptera;0.0013;0;NA
malaise;2016;vi;30;2;C;2;Hymenoptera;0.6808;0;NA
malaise;2016;vi;30;2;C;2;Lepidoptera;0.1152;0;NA
malaise;2016;vi;30;2;C;2;Mantodea;0.0;0;NA
malaise;2016;vi;30;2;C;2;Neuroptera;0.0;0;NA
malaise;2016;vi;30;2;C;2;Orthoptera;0.0;0;NA
malaise;2016;vi;30;2;C;2;Psocoptera;0.0;0;NA
malaise;2016;vi;30;2;C;2;Thysanoptera;0.0;0;NA
malaise;2016;vi;30;2;C;2;Trichopera;0.0;0;NA
malaise;2016;vii;01;3;A;2;Blattodea;0.0;0;NA
malaise;2016;vii;01;3;A;2;Coleoptera;0.0105;0;NA
malaise;2016;vii;01;3;A;2;Collembola;0.0;0;NA
malaise;2016;vii;01;3;A;2;Diptera;1.5445;0;NA
malaise;2016;vii;01;3;A;2;Hemiptera;0.0068;0;NA
malaise;2016;vii;01;3;A;2;Hymenoptera;1.0702;0;NA
malaise;2016;vii;01;3;A;2;Lepidoptera;0.2515;0;NA
malaise;2016;vii;01;3;A;2;Mantodea;0.0;0;NA
malaise;2016;vii;01;3;A;2;Neuroptera;0.0014;0;NA
malaise;2016;vii;01;3;A;2;Orthoptera;0.1444;0;NA
malaise;2016;vii;01;3;A;2;Psocoptera;0.0;0;NA
malaise;2016;vii;01;3;A;2;Thysanoptera;0.0;0;NA
malaise;2016;vii;01;3;A;2;Trichopera;0.0;0;NA
malaise;2016;vii;01;3;B;2;Blattodea;0.0;0;NA
malaise;2016;vii;01;3;B;2;Coleoptera;0.0;0;NA
malaise;2016;vii;01;3;B;2;Collembola;0.0;0;NA
malaise;2016;vii;01;3;B;2;Diptera;0.4979;0;NA
malaise;2016;vii;01;3;B;2;Hemiptera;0.0083;0;NA
malaise;2016;vii;01;3;B;2;Hymenoptera;2.0758;0;NA
malaise;2016;vii;01;3;B;2;Lepidoptera;0.2695;0;NA
malaise;2016;vii;01;3;B;2;Mantodea;0.0;0;NA
malaise;2016;vii;01;3;B;2;Neuroptera;0.0003;0;NA
malaise;2016;vii;01;3;B;2;Orthoptera;0.0438;0;NA
malaise;2016;vii;01;3;B;2;Psocoptera;0.0;0;NA
malaise;2016;vii;01;3;B;2;Thysanoptera;0.0;0;NA
malaise;2016;vii;01;3;B;2;Trichopera;0.0;0;NA
malaise;2016;vii;01;3;C;2;Blattodea;0.0;0;NA
malaise;2016;vii;01;3;C;2;Coleoptera;0.0098;0;NA
malaise;2016;vii;01;3;C;2;Collembola;0.0;0;NA
malaise;2016;vii;01;3;C;2;Diptera;0.4716;0;NA
malaise;2016;vii;01;3;C;2;Hemiptera;0.0031;0;NA
malaise;2016;vii;01;3;C;2;Hymenoptera;2.1251;0;NA
malaise;2016;vii;01;3;C;2;Lepidoptera;0.3915;0;NA
malaise;2016;vii;01;3;C;2;Mantodea;0.0;0;NA
malaise;2016;vii;01;3;C;2;Neuroptera;0.0;0;NA
malaise;2016;vii;01;3;C;2;Orthoptera;0.1174;0;NA
malaise;2016;vii;01;3;C;2;Psocoptera;0.0;0;NA
malaise;2016;vii;01;3;C;2;Thysanoptera;0.0;0;NA
malaise;2016;vii;01;3;C;2;Trichopera;0.0;0;NA
malaise;2016;vii;02;UTC;1;2;Blattodea;0.0;0;NA
malaise;2016;vii;02;UTC;1;2;Coleoptera;0.0;0;NA
malaise;2016;vii;02;UTC;1;2;Collembola;0.0;0;NA
malaise;2016;vii;02;UTC;1;2;Diptera;0.3667;0;NA
malaise;2016;vii;02;UTC;1;2;Hemiptera;0.0136;0;NA
malaise;2016;vii;02;UTC;1;2;Hymenoptera;0.0135;0;NA
malaise;2016;vii;02;UTC;1;2;Lepidoptera;0.3189;0;NA
malaise;2016;vii;02;UTC;1;2;Mantodea;0.0;0;NA
malaise;2016;vii;02;UTC;1;2;Neuroptera;0.0001;0;NA
malaise;2016;vii;02;UTC;1;2;Orthoptera;0.1498;0;NA
malaise;2016;vii;02;UTC;1;2;Psocoptera;0.0;0;NA
malaise;2016;vii;02;UTC;1;2;Thysanoptera;0.0;0;NA
malaise;2016;vii;02;UTC;1;2;Trichopera;0.0;0;NA
malaise;2016;vii;02;UTC;2;2;Blattodea;0.0;0;NA
malaise;2016;vii;02;UTC;2;2;Coleoptera;0.0091;0;NA
malaise;2016;vii;02;UTC;2;2;Collembola;0.0;0;NA
malaise;2016;vii;02;UTC;2;2;Diptera;0.5859;0;NA
malaise;2016;vii;02;UTC;2;2;Hemiptera;0.0014;0;NA
malaise;2016;vii;02;UTC;2;2;Hymenoptera;1.1289;0;NA
malaise;2016;vii;02;UTC;2;2;Lepidoptera;0.5602;0;NA
malaise;2016;vii;02;UTC;2;2;Mantodea;0.0;0;NA
malaise;2016;vii;02;UTC;2;2;Neuroptera;0.0001;0;NA
malaise;2016;vii;02;UTC;2;2;Orthoptera;0.0;0;NA
malaise;2016;vii;02;UTC;2;2;Psocoptera;0.0;0;NA
malaise;2016;vii;02;UTC;2;2;Thysanoptera;0.0;0;NA
malaise;2016;vii;02;UTC;2;2;Trichopera;0.0;0;NA
malaise;2016;vii;02;UTC;3;2;Blattodea;0.0;0;NA
malaise;2016;vii;02;UTC;3;2;Coleoptera;0.0013;0;NA
malaise;2016;vii;02;UTC;3;2;Collembola;0.0;0;NA
malaise;2016;vii;02;UTC;3;2;Diptera;0.4405;0;NA
malaise;2016;vii;02;UTC;3;2;Hemiptera;0.0029;0;NA
malaise;2016;vii;02;UTC;3;2;Hymenoptera;1.4273;0;NA
malaise;2016;vii;02;UTC;3;2;Lepidoptera;0.1146;0;NA
malaise;2016;vii;02;UTC;3;2;Mantodea;0.0;0;NA
malaise;2016;vii;02;UTC;3;2;Neuroptera;0.0008;0;NA
malaise;2016;vii;02;UTC;3;2;Orthoptera;0.0288;0;NA
malaise;2016;vii;02;UTC;3;2;Psocoptera;0.0;0;NA
malaise;2016;vii;02;UTC;3;2;Thysanoptera;0.0;0;NA
malaise;2016;vii;02;UTC;3;2;Trichopera;0.0;0;NA
malaise;2016;vii;06;1;A;3;Blattodea;0.0;0;NA
malaise;2016;vii;06;1;A;3;Coleoptera;0.0317;0;NA
malaise;2016;vii;06;1;A;3;Collembola;0.0;0;NA
malaise;2016;vii;06;1;A;3;Diptera;1.4866;0;NA
malaise;2016;vii;06;1;A;3;Hemiptera;0.0278;0;NA
malaise;2016;vii;06;1;A;3;Hymenoptera;2.0862;0;NA
malaise;2016;vii;06;1;A;3;Lepidoptera;0.5014;0;NA
malaise;2016;vii;06;1;A;3;Mantodea;0.0;0;NA
malaise;2016;vii;06;1;A;3;Neuroptera;0.0027;0;NA
malaise;2016;vii;06;1;A;3;Orthoptera;0.0;0;NA
malaise;2016;vii;06;1;A;3;Psocoptera;0.0;0;NA
malaise;2016;vii;06;1;A;3;Thysanoptera;0.0;0;NA
malaise;2016;vii;06;1;A;3;Trichopera;0.0;0;NA
malaise;2016;vii;06;1;B;3;Blattodea;0.0;0;NA
malaise;2016;vii;06;1;B;3;Coleoptera;0.0619;0;NA
malaise;2016;vii;06;1;B;3;Collembola;0.0;0;NA
malaise;2016;vii;06;1;B;3;Diptera;0.8817;0;NA
malaise;2016;vii;06;1;B;3;Hemiptera;0.0153;0;NA
malaise;2016;vii;06;1;B;3;Hymenoptera;3.3941;0;NA
malaise;2016;vii;06;1;B;3;Lepidoptera;0.8101;0;NA
malaise;2016;vii;06;1;B;3;Mantodea;0.0;0;NA
malaise;2016;vii;06;1;B;3;Neuroptera;0.0025;0;NA
malaise;2016;vii;06;1;B;3;Orthoptera;0.0109;0;NA
malaise;2016;vii;06;1;B;3;Psocoptera;0.0;0;NA
malaise;2016;vii;06;1;B;3;Thysanoptera;0.0;0;NA
malaise;2016;vii;06;1;B;3;Trichopera;0.0;0;NA
malaise;2016;vii;06;1;C;3;Blattodea;0.0;0;NA
malaise;2016;vii;06;1;C;3;Coleoptera;0.0;0;NA
malaise;2016;vii;06;1;C;3;Collembola;0.0;0;NA
malaise;2016;vii;06;1;C;3;Diptera;0.5235;0;NA
malaise;2016;vii;06;1;C;3;Hemiptera;0.0047;0;NA
malaise;2016;vii;06;1;C;3;Hymenoptera;1.715;0;NA
malaise;2016;vii;06;1;C;3;Lepidoptera;0.1949;0;NA
malaise;2016;vii;06;1;C;3;Mantodea;0.0;0;NA
malaise;2016;vii;06;1;C;3;Neuroptera;0.0016;0;NA
malaise;2016;vii;06;1;C;3;Orthoptera;0.144;0;NA
malaise;2016;vii;06;1;C;3;Psocoptera;0.0;0;NA
malaise;2016;vii;06;1;C;3;Thysanoptera;0.0;0;NA
malaise;2016;vii;06;1;C;3;Trichopera;0.0;0;NA
malaise;2016;vii;07;2;A;3;Blattodea;0.0;0;NA
malaise;2016;vii;07;2;A;3;Coleoptera;0.0361;0;NA
malaise;2016;vii;07;2;A;3;Collembola;0.0;0;NA
malaise;2016;vii;07;2;A;3;Diptera;1.7508;0;NA
malaise;2016;vii;07;2;A;3;Hemiptera;0.0097;0;NA
malaise;2016;vii;07;2;A;3;Hymenoptera;1.3103;0;NA
malaise;2016;vii;07;2;A;3;Lepidoptera;0.5978;0;NA
malaise;2016;vii;07;2;A;3;Mantodea;0.0;0;NA
malaise;2016;vii;07;2;A;3;Neuroptera;0.0006;0;NA
malaise;2016;vii;07;2;A;3;Orthoptera;0.0;0;NA
malaise;2016;vii;07;2;A;3;Psocoptera;0.0;0;NA
malaise;2016;vii;07;2;A;3;Thysanoptera;0.0;0;NA
malaise;2016;vii;07;2;A;3;Trichopera;0.0006;0;NA
malaise;2016;vii;07;2;B;3;Blattodea;0.0;0;NA
malaise;2016;vii;07;2;B;3;Coleoptera;0.0467;0;NA
malaise;2016;vii;07;2;B;3;Collembola;0.0;0;NA
malaise;2016;vii;07;2;B;3;Diptera;0.71;0;NA
malaise;2016;vii;07;2;B;3;Hemiptera;0.0087;0;NA
malaise;2016;vii;07;2;B;3;Hymenoptera;1.2268;0;NA
malaise;2016;vii;07;2;B;3;Lepidoptera;0.4693;0;NA
malaise;2016;vii;07;2;B;3;Mantodea;0.0;0;NA
malaise;2016;vii;07;2;B;3;Neuroptera;0.0027;0;NA
malaise;2016;vii;07;2;B;3;Orthoptera;0.0172;0;NA
malaise;2016;vii;07;2;B;3;Psocoptera;0.0;0;NA
malaise;2016;vii;07;2;B;3;Thysanoptera;0.0;0;NA
malaise;2016;vii;07;2;B;3;Trichopera;0.0;0;NA
malaise;2016;vii;07;2;C;3;Blattodea;0.0;0;NA
malaise;2016;vii;07;2;C;3;Coleoptera;0.0;0;NA
malaise;2016;vii;07;2;C;3;Collembola;0.0;0;NA
malaise;2016;vii;07;2;C;3;Diptera;0.8573;0;NA
malaise;2016;vii;07;2;C;3;Hemiptera;0.0041;0;NA
malaise;2016;vii;07;2;C;3;Hymenoptera;0.8021;0;NA
malaise;2016;vii;07;2;C;3;Lepidoptera;0.2126;0;NA
malaise;2016;vii;07;2;C;3;Mantodea;0.0;0;NA
malaise;2016;vii;07;2;C;3;Neuroptera;0.0046;0;NA
malaise;2016;vii;07;2;C;3;Orthoptera;0.0;0;NA
malaise;2016;vii;07;2;C;3;Psocoptera;0.0;0;NA
malaise;2016;vii;07;2;C;3;Thysanoptera;0.0;0;NA
malaise;2016;vii;07;2;C;3;Trichopera;0.0;0;NA
malaise;2016;vii;08;3;A;3;Blattodea;0.0;0;NA
malaise;2016;vii;08;3;A;3;Coleoptera;0.048;0;NA
malaise;2016;vii;08;3;A;3;Collembola;0.0;0;NA
malaise;2016;vii;08;3;A;3;Diptera;0.9945;0;NA
malaise;2016;vii;08;3;A;3;Hemiptera;0.0109;0;NA
malaise;2016;vii;08;3;A;3;Hymenoptera;1.831;0;NA
malaise;2016;vii;08;3;A;3;Lepidoptera;0.1162;0;NA
malaise;2016;vii;08;3;A;3;Mantodea;0.0;0;NA
malaise;2016;vii;08;3;A;3;Neuroptera;0.0;0;NA
malaise;2016;vii;08;3;A;3;Orthoptera;0.1203;0;NA
malaise;2016;vii;08;3;A;3;Psocoptera;0.0;0;NA
malaise;2016;vii;08;3;A;3;Thysanoptera;0.0;0;NA
malaise;2016;vii;08;3;A;3;Trichopera;0.0;0;NA
malaise;2016;vii;08;3;B;3;Blattodea;0.0;0;NA
malaise;2016;vii;08;3;B;3;Coleoptera;0.0082;0;NA
malaise;2016;vii;08;3;B;3;Collembola;0.0;0;NA
malaise;2016;vii;08;3;B;3;Diptera;0.2525;0;NA
malaise;2016;vii;08;3;B;3;Hemiptera;0.0;0;NA
malaise;2016;vii;08;3;B;3;Hymenoptera;4.0784;0;NA
malaise;2016;vii;08;3;B;3;Lepidoptera;0.1006;0;NA
malaise;2016;vii;08;3;B;3;Mantodea;0.0;0;NA
malaise;2016;vii;08;3;B;3;Neuroptera;0.0001;0;NA
malaise;2016;vii;08;3;B;3;Orthoptera;0.0;0;NA
malaise;2016;vii;08;3;B;3;Psocoptera;0.0;0;NA
malaise;2016;vii;08;3;B;3;Thysanoptera;0.0;0;NA
malaise;2016;vii;08;3;B;3;Trichopera;0.0;0;NA
malaise;2016;vii;08;3;C;3;Blattodea;0.0;0;NA
malaise;2016;vii;08;3;C;3;Coleoptera;0.0015;0;NA
malaise;2016;vii;08;3;C;3;Collembola;0.0;0;NA
malaise;2016;vii;08;3;C;3;Diptera;0.292;0;NA
malaise;2016;vii;08;3;C;3;Hemiptera;0.0008;0;NA
malaise;2016;vii;08;3;C;3;Hymenoptera;0.0008;0;NA
malaise;2016;vii;08;3;C;3;Lepidoptera;0.1347;0;NA
malaise;2016;vii;08;3;C;3;Mantodea;0.0;0;NA
malaise;2016;vii;08;3;C;3;Neuroptera;0.0;0;NA
malaise;2016;vii;08;3;C;3;Orthoptera;0.0662;0;NA
malaise;2016;vii;08;3;C;3;Psocoptera;0.0;0;NA
malaise;2016;vii;08;3;C;3;Thysanoptera;0.0;0;NA
malaise;2016;vii;08;3;C;3;Trichopera;0.0;0;NA
malaise;2016;vii;09;UTC;1;3;Blattodea;0.0;0;NA
malaise;2016;vii;09;UTC;1;3;Coleoptera;0.0074;0;NA
malaise;2016;vii;09;UTC;1;3;Collembola;0.0;0;NA
malaise;2016;vii;09;UTC;1;3;Diptera;0.1794;0;NA
malaise;2016;vii;09;UTC;1;3;Hemiptera;0.0031;0;NA
malaise;2016;vii;09;UTC;1;3;Hymenoptera;2.1515;0;NA
malaise;2016;vii;09;UTC;1;3;Lepidoptera;0.0156;0;NA
malaise;2016;vii;09;UTC;1;3;Mantodea;0.0;0;NA
malaise;2016;vii;09;UTC;1;3;Neuroptera;0.0003;0;NA
malaise;2016;vii;09;UTC;1;3;Orthoptera;0.1936;0;NA
malaise;2016;vii;09;UTC;1;3;Psocoptera;0.0;0;NA
malaise;2016;vii;09;UTC;1;3;Thysanoptera;0.0;0;NA
malaise;2016;vii;09;UTC;1;3;Trichopera;0.0;0;NA
malaise;2016;vii;09;UTC;2;3;Blattodea;0.0;0;NA
malaise;2016;vii;09;UTC;2;3;Coleoptera;0.0;0;NA
malaise;2016;vii;09;UTC;2;3;Collembola;0.0;0;NA
malaise;2016;vii;09;UTC;2;3;Diptera;0.4031;0;NA
malaise;2016;vii;09;UTC;2;3;Hemiptera;0.0004;0;NA
malaise;2016;vii;09;UTC;2;3;Hymenoptera;1.47;0;NA
malaise;2016;vii;09;UTC;2;3;Lepidoptera;0.1609;0;NA
malaise;2016;vii;09;UTC;2;3;Mantodea;0.0;0;NA
malaise;2016;vii;09;UTC;2;3;Neuroptera;0.0005;0;NA
malaise;2016;vii;09;UTC;2;3;Orthoptera;0.0164;0;NA
malaise;2016;vii;09;UTC;2;3;Psocoptera;0.0;0;NA
malaise;2016;vii;09;UTC;2;3;Thysanoptera;0.0;0;NA
malaise;2016;vii;09;UTC;2;3;Trichopera;0.0;0;NA
malaise;2016;vii;09;UTC;3;3;Blattodea;0.0;0;NA
malaise;2016;vii;09;UTC;3;3;Coleoptera;0.0;0;NA
malaise;2016;vii;09;UTC;3;3;Collembola;0.0;0;NA
malaise;2016;vii;09;UTC;3;3;Diptera;0.3958;0;NA
malaise;2016;vii;09;UTC;3;3;Hemiptera;0.0002;0;NA
malaise;2016;vii;09;UTC;3;3;Hymenoptera;1.8857;0;NA
malaise;2016;vii;09;UTC;3;3;Lepidoptera;0.2028;0;NA
malaise;2016;vii;09;UTC;3;3;Mantodea;0.0;0;NA
malaise;2016;vii;09;UTC;3;3;Neuroptera;0.0;0;NA
malaise;2016;vii;09;UTC;3;3;Orthoptera;0.0314;0;NA
malaise;2016;vii;09;UTC;3;3;Psocoptera;0.0;0;NA
malaise;2016;vii;09;UTC;3;3;Thysanoptera;0.0;0;NA
malaise;2016;vii;09;UTC;3;3;Trichopera;0.0;0;NA
malaise;2016;vii;13;1;A;4;Blattodea;0.0;0;NA
malaise;2016;vii;13;1;A;4;Coleoptera;0.0151;0;NA
malaise;2016;vii;13;1;A;4;Collembola;0.0;0;NA
malaise;2016;vii;13;1;A;4;Diptera;1.4941;0;NA
malaise;2016;vii;13;1;A;4;Hemiptera;0.007;0;NA
malaise;2016;vii;13;1;A;4;Hymenoptera;3.2734;0;NA
malaise;2016;vii;13;1;A;4;Lepidoptera;0.1189;0;NA
malaise;2016;vii;13;1;A;4;Mantodea;0.0;0;NA
malaise;2016;vii;13;1;A;4;Neuroptera;0.0037;0;NA
malaise;2016;vii;13;1;A;4;Orthoptera;0.147;0;NA
malaise;2016;vii;13;1;A;4;Psocoptera;0.0;0;NA
malaise;2016;vii;13;1;A;4;Thysanoptera;0.0;0;NA
malaise;2016;vii;13;1;A;4;Trichopera;0.0;0;NA
malaise;2016;vii;13;1;B;4;Blattodea;0.0;0;NA
malaise;2016;vii;13;1;B;4;Coleoptera;0.0377;0;NA
malaise;2016;vii;13;1;B;4;Collembola;0.0;0;NA
malaise;2016;vii;13;1;B;4;Diptera;0.6691;0;NA
malaise;2016;vii;13;1;B;4;Hemiptera;0.0082;0;NA
malaise;2016;vii;13;1;B;4;Hymenoptera;3.2734;0;NA
malaise;2016;vii;13;1;B;4;Lepidoptera;0.0292;0;NA
malaise;2016;vii;13;1;B;4;Mantodea;0.0;0;NA
malaise;2016;vii;13;1;B;4;Neuroptera;0.0005;0;NA
malaise;2016;vii;13;1;B;4;Orthoptera;0.0579;0;NA
malaise;2016;vii;13;1;B;4;Psocoptera;0.0;0;NA
malaise;2016;vii;13;1;B;4;Thysanoptera;0.0;0;NA
malaise;2016;vii;13;1;B;4;Trichopera;0.0;0;NA
malaise;2016;vii;13;1;C;4;Blattodea;0.0;0;NA
malaise;2016;vii;13;1;C;4;Coleoptera;0.0;0;NA
malaise;2016;vii;13;1;C;4;Collembola;0.0;0;NA
malaise;2016;vii;13;1;C;4;Diptera;0.2585;0;NA
malaise;2016;vii;13;1;C;4;Hemiptera;0.0038;0;NA
malaise;2016;vii;13;1;C;4;Hymenoptera;2.3015;0;NA
malaise;2016;vii;13;1;C;4;Lepidoptera;0.114;0;NA
malaise;2016;vii;13;1;C;4;Mantodea;0.0;0;NA
malaise;2016;vii;13;1;C;4;Neuroptera;0.0018;0;NA
malaise;2016;vii;13;1;C;4;Orthoptera;0.151;0;NA
malaise;2016;vii;13;1;C;4;Psocoptera;0.0;0;NA
malaise;2016;vii;13;1;C;4;Thysanoptera;0.0;0;NA
malaise;2016;vii;13;1;C;4;Trichopera;0.0;0;NA
malaise;2016;vii;14;2;A;4;Blattodea;0.0;0;NA
malaise;2016;vii;14;2;A;4;Coleoptera;0.004;0;NA
malaise;2016;vii;14;2;A;4;Collembola;0.0;0;NA
malaise;2016;vii;14;2;A;4;Diptera;1.9774;0;NA
malaise;2016;vii;14;2;A;4;Hemiptera;0.0004;0;NA
malaise;2016;vii;14;2;A;4;Hymenoptera;1.9018;0;NA
malaise;2016;vii;14;2;A;4;Lepidoptera;0.132;0;NA
malaise;2016;vii;14;2;A;4;Mantodea;0.0;0;NA
malaise;2016;vii;14;2;A;4;Neuroptera;0.0;0;NA
malaise;2016;vii;14;2;A;4;Orthoptera;0.0481;0;NA
malaise;2016;vii;14;2;A;4;Psocoptera;0.0;0;NA
malaise;2016;vii;14;2;A;4;Thysanoptera;0.0;0;NA
malaise;2016;vii;14;2;A;4;Trichopera;0.0;0;NA
malaise;2016;vii;14;2;B;4;Blattodea;0.0;0;NA
malaise;2016;vii;14;2;B;4;Coleoptera;0.0025;0;NA
malaise;2016;vii;14;2;B;4;Collembola;0.0;0;NA
malaise;2016;vii;14;2;B;4;Diptera;0.7147;0;NA
malaise;2016;vii;14;2;B;4;Hemiptera;0.0048;0;NA
malaise;2016;vii;14;2;B;4;Hymenoptera;1.9354;0;NA
malaise;2016;vii;14;2;B;4;Lepidoptera;0.1267;0;NA
malaise;2016;vii;14;2;B;4;Mantodea;0.0;0;NA
malaise;2016;vii;14;2;B;4;Neuroptera;0.0;0;NA
malaise;2016;vii;14;2;B;4;Orthoptera;0.0;0;NA
malaise;2016;vii;14;2;B;4;Psocoptera;0.0;0;NA
malaise;2016;vii;14;2;B;4;Thysanoptera;0.0;0;NA
malaise;2016;vii;14;2;B;4;Trichopera;0.0;0;NA
malaise;2016;vii;14;2;C;4;Blattodea;0.0;0;NA
malaise;2016;vii;14;2;C;4;Coleoptera;0.0156;0;NA
malaise;2016;vii;14;2;C;4;Collembola;0.0;0;NA
malaise;2016;vii;14;2;C;4;Diptera;1.4573;0;NA
malaise;2016;vii;14;2;C;4;Hemiptera;0.0006;0;NA
malaise;2016;vii;14;2;C;4;Hymenoptera;1.5946;0;NA
malaise;2016;vii;14;2;C;4;Lepidoptera;0.0326;0;NA
malaise;2016;vii;14;2;C;4;Mantodea;0.0;0;NA
malaise;2016;vii;14;2;C;4;Neuroptera;0.0021;0;NA
malaise;2016;vii;14;2;C;4;Orthoptera;0.1776;0;NA
malaise;2016;vii;14;2;C;4;Psocoptera;0.0;0;NA
malaise;2016;vii;14;2;C;4;Thysanoptera;0.0;0;NA
malaise;2016;vii;14;2;C;4;Trichopera;0.0;0;NA
malaise;2016;vii;15;3;A;4;Blattodea;0.0;0;NA
malaise;2016;vii;15;3;A;4;Coleoptera;0.0388;0;NA
malaise;2016;vii;15;3;A;4;Collembola;0.0;0;NA
malaise;2016;vii;15;3;A;4;Diptera;1.6295;0;NA
malaise;2016;vii;15;3;A;4;Hemiptera;0.0011;0;NA
malaise;2016;vii;15;3;A;4;Hymenoptera;0.0;0;NA
malaise;2016;vii;15;3;A;4;Lepidoptera;0.0771;0;NA
malaise;2016;vii;15;3;A;4;Mantodea;0.0;0;NA
malaise;2016;vii;15;3;A;4;Neuroptera;0.0004;0;NA
malaise;2016;vii;15;3;A;4;Orthoptera;0.0;0;NA
malaise;2016;vii;15;3;A;4;Psocoptera;0.0;0;NA
malaise;2016;vii;15;3;A;4;Thysanoptera;0.0;0;NA
malaise;2016;vii;15;3;A;4;Trichopera;0.0;0;NA
malaise;2016;vii;15;3;B;4;Blattodea;0.0;0;NA
malaise;2016;vii;15;3;B;4;Coleoptera;0.0034;0;NA
malaise;2016;vii;15;3;B;4;Collembola;0.0;0;NA
malaise;2016;vii;15;3;B;4;Diptera;0.734;0;NA
malaise;2016;vii;15;3;B;4;Hemiptera;0.0;0;NA
malaise;2016;vii;15;3;B;4;Hymenoptera;3.5154;0;NA
malaise;2016;vii;15;3;B;4;Lepidoptera;0.011;0;NA
malaise;2016;vii;15;3;B;4;Mantodea;0.0;0;NA
malaise;2016;vii;15;3;B;4;Neuroptera;0.0005;0;NA
malaise;2016;vii;15;3;B;4;Orthoptera;0.0;0;NA
malaise;2016;vii;15;3;B;4;Psocoptera;0.0;0;NA
malaise;2016;vii;15;3;B;4;Thysanoptera;0.0;0;NA
malaise;2016;vii;15;3;B;4;Trichopera;0.0;0;NA
malaise;2016;vii;15;3;C;4;Blattodea;0.0;0;NA
malaise;2016;vii;15;3;C;4;Coleoptera;0.0;0;NA
malaise;2016;vii;15;3;C;4;Collembola;0.0;0;NA
malaise;2016;vii;15;3;C;4;Diptera;0.9183;0;NA
malaise;2016;vii;15;3;C;4;Hemiptera;0.0868;0;NA
malaise;2016;vii;15;3;C;4;Hymenoptera;2.78;0;NA
